Zone,Org District,AC,Org Mandal,LBName,Target
Thiruvananthapuram,Thiruvananthapuram City,Thiruvananthapuram,Thiruvananthapuram Central,Thycaud,NA
Thiruvananthapuram,Thiruvananthapuram City,Thiruvananthapuram,Thiruvananthapuram Central,Valiyasala,Win
Thiruvananthapuram,Thiruvananthapuram City,Thiruvananthapuram,Thiruvananthapuram Central,Arannoor,Win
Thiruvananthapuram,Thiruvananthapuram City,Nemom,Nemom,Mudavanmugal,NA
Thiruvananthapuram,Thiruvananthapuram City,Nemom,Nemom,Estate,Win
Thiruvananthapuram,Thiruvananthapuram City,Nemom,Nemom,Nemom,Win
Thiruvananthapuram,Thiruvananthapuram City,Nemom,Nemom,Ponnumangalam,Win
Thiruvananthapuram,Thiruvananthapuram City,Nemom,Nemom,Melamcode,Win
Thiruvananthapuram,Thiruvananthapuram City,Nemom,Nemom,Pappanamcode,Win
Thiruvananthapuram,Thiruvananthapuram City,Nemom,Nemom,Karamana,Win
Thiruvananthapuram,Thiruvananthapuram City,Nemom,Attukal,Nedumcaud,Win
Thiruvananthapuram,Thiruvananthapuram City,Nemom,Attukal,Kaladi,Win
Thiruvananthapuram,Thiruvananthapuram City,Nemom,Nemom,Karumom,Win
Thiruvananthapuram,Thiruvananthapuram City,Nemom,Nemom,Punchakkari,NA
Thiruvananthapuram,Thiruvananthapuram City,Nemom,Attukal,Poonkulam,NA
Thiruvananthapuram,Thiruvananthapuram City,Kovalam,Kovalam,Venganoor,NA
Thiruvananthapuram,Thiruvananthapuram City,Kovalam,Kovalam,Port Ward,NA
Thiruvananthapuram,Thiruvananthapuram City,Kovalam,Kovalam,Vizhinjam,NA
Thiruvananthapuram,Thiruvananthapuram City,Kovalam,Kovalam,Harbour,NA
Thiruvananthapuram,Thiruvananthapuram City,Nemom,Attukal,Vellar,Win
Thiruvananthapuram,Thiruvananthapuram City,Nemom,Attukal,Thiruvallam,Win
Thiruvananthapuram,Thiruvananthapuram City,Thiruvananthapuram,Thiruvananthapuram West,Poonthura,NA
Thiruvananthapuram,Thiruvananthapuram City,Thiruvananthapuram,Thiruvananthapuram West,Puthenppalli,NA
Thiruvananthapuram,Thiruvananthapuram City,Nemom,Attukal,Ambalathara,NA
Thiruvananthapuram,Thiruvananthapuram City,Nemom,Attukal,Attukal,Win
Thiruvananthapuram,Thiruvananthapuram City,Nemom,Attukal,Kalippankulam,NA
Thiruvananthapuram,Thiruvananthapuram City,Nemom,Attukal,Kamaleswaram,NA
Thiruvananthapuram,Thiruvananthapuram City,Thiruvananthapuram,Thiruvananthapuram West,Beemapalli,NA
Thiruvananthapuram,Thiruvananthapuram City,Thiruvananthapuram,Thiruvananthapuram West,Valiyathura,NA
Thiruvananthapuram,Thiruvananthapuram City,Thiruvananthapuram,Thiruvananthapuram West,Vallakkadavu,NA
Thiruvananthapuram,Thiruvananthapuram City,Thiruvananthapuram,Thiruvananthapuram West,Sreevaraham,Win
Thiruvananthapuram,Thiruvananthapuram City,Thiruvananthapuram,Thiruvananthapuram Central,Manacaud,Win
Thiruvananthapuram,Thiruvananthapuram City,Thiruvananthapuram,Thiruvananthapuram Central,Chalai,Win
Thiruvananthapuram,Thiruvananthapuram City,Thiruvananthapuram,Thiruvananthapuram Central,Fort,Win
Thiruvananthapuram,Thiruvananthapuram City,Thiruvananthapuram,Thiruvananthapuram Central,Perunthanni,Win
Thiruvananthapuram,Thiruvananthapuram City,Thiruvananthapuram,Thiruvananthapuram Central,Sreekanteswaram,Win
Thiruvananthapuram,Thiruvananthapuram City,Thiruvananthapuram,Thiruvananthapuram Central,Thampanoor,NA
Thiruvananthapuram,Thiruvananthapuram City,Thiruvananthapuram,Thiruvananthapuram Central,Vanchiyoor,Win
Thiruvananthapuram,Thiruvananthapuram City,Vattiyoorkavu,Pattom,Kannammoola,NA
Thiruvananthapuram,Thiruvananthapuram City,Thiruvananthapuram,Thiruvananthapuram West,Pettah,NA
Thiruvananthapuram,Thiruvananthapuram City,Thiruvananthapuram,Thiruvananthapuram West,Chackai,NA
Thiruvananthapuram,Thiruvananthapuram City,Thiruvananthapuram,Thiruvananthapuram West,Vettukadu,NA
Thiruvananthapuram,Thiruvananthapuram City,Kazhakkoottam,Ulloor,Karikkakam,Win
Thiruvananthapuram,Thiruvananthapuram City,Kazhakkoottam,Ulloor,Kadakampally,NA
Thiruvananthapuram,Thiruvananthapuram City,Kazhakkoottam,Ulloor,Anamugham,NA
Thiruvananthapuram,Thiruvananthapuram City,Kazhakkoottam,Ulloor,Akkulam,NA
Thiruvananthapuram,Thiruvananthapuram City,Kazhakkoottam,Ulloor,Cheruvaikkal,Win
Thiruvananthapuram,Thiruvananthapuram City,Kazhakkoottam,Ulloor,Alathara,NA
Thiruvananthapuram,Thiruvananthapuram City,Kazhakkoottam,Ulloor,Kuzhivila,NA
Thiruvananthapuram,Thiruvananthapuram City,Kazhakkoottam,Ulloor,Poundkadavu,NA
Thiruvananthapuram,Thiruvananthapuram City,Kazhakkoottam,Ulloor,Kulathoor,NA
Thiruvananthapuram,Thiruvananthapuram City,Kazhakkoottam,Ulloor,Attipra,Win
Thiruvananthapuram,Thiruvananthapuram City,Kazhakkoottam,Ulloor,Pallithura,NA
Ernakulam,Thrissur City,Thrissur,Thrissur West,Poonkunnam,Win
Ernakulam,Thrissur City,Thrissur,Thrissur West,Kuttankulangara,Win
Ernakulam,Thrissur City,Thrissur,Thrissur West,Patturaikal,Win
Ernakulam,Thrissur City,Thrissur,Thrissur West,Viyyur,Win
Ernakulam,Thrissur City,Thrissur,Thrissur West,Peringavu,NA
Ernakulam,Thrissur City,Thrissur,Thrissur West,Ramavarmapuram,NA
Ernakulam,Thrissur City,Thrissur,Thrissur East,Kuttumukku,Win
Ernakulam,Thrissur City,Thrissur,Thrissur West,Villadam,Win
Ernakulam,Thrissur City,Thrissur,Thrissur East,Cheroor,Win
Ernakulam,Thrissur City,Thrissur,Thrissur East,Gandhi Nagar,Win
Ernakulam,Thrissur City,Thrissur,Thrissur East,Mukkattukara,Win
Ernakulam,Thrissur City,Thrissur,Thrissur East,Nettissery,Win
Ernakulam,Thrissur City,Ollur,Ollur,Mullakkara,NA
Ernakulam,Thrissur City,Ollur,Ollur,Mannuthy,NA
Ernakulam,Thrissur City,Thrissur,Thrissur East,Ollukkara,Win
Ernakulam,Thrissur City,Thrissur,Thrissur East,Krishnapuram,Win
Ernakulam,Thrissur City,Thrissur,Thrissur East,Kuttanellur,Win
Ernakulam,Thrissur City,Thrissur,Thrissur East,Chelakkottukara,NA
Ernakulam,Thrissur City,Thrissur,Thrissur East,Kalathode,NA
Ernakulam,Thrissur City,Thrissur,Thrissur East,Paravattany,NA
Ernakulam,Thrissur City,Thrissur,Thrissur East,Kizhakkumpattukara,NA
Ernakulam,Thrissur City,Thrissur,Thrissur East,Chembukavu,Win
Ernakulam,Thrissur City,Thrissur,Thrissur East,Mission Quarters,NA
Ernakulam,Thrissur City,Ollur,Ollur,Kuriachira,NA
Ernakulam,Thrissur City,Ollur,Ollur,Valarkavu,NA
Ernakulam,Thrissur City,Ollur,Ollur,Anchery,NA
Ernakulam,Thrissur City,Ollur,Ollur,Padavaradu,NA
Ernakulam,Thrissur City,Ollur,Ollur,Ollur Centre,Win
Ernakulam,Thrissur City,Ollur,Ollur,Edakkunny,Win
Ernakulam,Thrissur City,Ollur,Ollur,Thaikattussery,Win
Ernakulam,Thrissur City,Ollur,Ollur,Ollur,Win
Ernakulam,Thrissur City,Ollur,Ollur,Chiyyaram,NA
Ernakulam,Thrissur City,Ollur,Ollur,Chiyyaram South,NA
Ernakulam,Thrissur City,Thrissur,Thrissur East,Kuriyachira West,NA
Ernakulam,Thrissur City,Thrissur,Thrissur East,Kannamkulangara,Win
Ernakulam,Thrissur City,Thrissur,Thrissur West,Thekkinkadu,Win
Ernakulam,Thrissur City,Thrissur,Thrissur West,Thiruvambadi,Win
Ernakulam,Thrissur City,Thrissur,Thrissur West,Kottappuram,Win
Ernakulam,Thrissur City,Thrissur,Thrissur West,Poothole,Win
Ernakulam,Thrissur City,Thrissur,Thrissur East,Kokkalai,Win
Ernakulam,Thrissur City,Thrissur,Thrissur East,Vadookara,Win
Ernakulam,Thrissur City,Ollur,Ollur,Koorkanchery,NA
Ernakulam,Thrissur City,Ollur,Ollur,Kanimangalam,Win
Ernakulam,Thrissur City,Ollur,Ollur,Panamukku,NA
Ernakulam,Thrissur City,Ollur,Ollur,Nedupuzha,NA
Ernakulam,Thrissur City,Thrissur,Thrissur West,Kariattukara,Win
Ernakulam,Thrissur City,Thrissur,Thrissur West,Laloor,NA
Ernakulam,Thrissur City,Thrissur,Thrissur West,Aranattukara,NA
Ernakulam,Thrissur City,Thrissur,Thrissur West,Kanattukara,Win
Ernakulam,Thrissur City,Thrissur,Thrissur West,Ayyanthole,Win
Ernakulam,Thrissur City,Thrissur,Thrissur West,Civil Station,Win
Ernakulam,Thrissur City,Thrissur,Thrissur West,Olari,NA
Ernakulam,Thrissur City,Thrissur,Thrissur West,Elthuruth,Win
Ernakulam,Thrissur City,Thrissur,Thrissur West,Chettupuzha,Win
Ernakulam,Thrissur City,Thrissur,Thrissur West,Pullazhi,Win
Ernakulam,Thrissur City,Thrissur,Thrissur West,Puthoorkara,Win
